現在のパス,所有Gitリポジトリ,現在Git追跡,分類案,Git管理方針案,配置・統合先案,処置案,行数,パス表記のある行,内容SHA256,確認の深さ,整理後のパス,実施処置,統合先・保持節,実施前分類,実施後分類,実施後SHA256
docs/work-project-excluded-source-retention.md,.,追跡済み,過去の調査・実装・保全記録,Gitは判断と検証要約、作業実体は対象外,docs/archive/（全体記録）または所有repoのdocs/archive/,記録を現在の手順から外す。承認済み判断・再現に必要な要約を残し、生ログや一時出力はlocal archiveへ。内容選別後に配置確定,64,16,1d6b31b11116820bfd9cc9bd9c53bba0bfda2cff0c7ce1b16c64a010b7205b7d,全文機械照合、表題・状態・責務の確認。主要な重複群は本文比較,docs/archive/work-project-excluded-source-retention.md,当時の工程・判断・検証を履歴化。現在の順序はmigration/v2-plan.md、状態はmigration/status.md,docs/archive/work-project-excluded-source-retention.md（全文保持、移動時はリンクを調整）,履歴・進捗混在,履歴,a7061a397fa74b83d128ac88b887cd0e031627bba6794a7cb8f0fb1bba430619
docs/work-project-guide-migration.md,.,追跡済み,過去の調査・実装・保全記録,Gitは判断と検証要約、作業実体は対象外,docs/archive/（全体記録）または所有repoのdocs/archive/,記録を現在の手順から外す。承認済み判断・再現に必要な要約を残し、生ログや一時出力はlocal archiveへ。内容選別後に配置確定,135,"52,113",1639c40b4846040f6e358e80402031c5fb179c44779e982e627b586e72255483,全文機械照合、表題・状態・責務の確認。主要な重複群は本文比較,docs/archive/work-project-guide-migration.md,当時の工程・判断・検証を履歴化。現在の順序はmigration/v2-plan.md、状態はmigration/status.md,docs/archive/work-project-guide-migration.md（全文保持、移動時はリンクを調整）,履歴・進捗混在,履歴,82d73f329ea62fdadc8fe35273fe528e0241d594e2e3e12e5a7b09065fd0187f
docs/work-project-parent-source-preservation.md,.,追跡済み,過去の調査・実装・保全記録,Gitは判断と検証要約、作業実体は対象外,docs/archive/（全体記録）または所有repoのdocs/archive/,記録を現在の手順から外す。承認済み判断・再現に必要な要約を残し、生ログや一時出力はlocal archiveへ。内容選別後に配置確定,95,"16,75",eba2d214eb65a4a902dccffb622b63b9439465dcaaa77cd07cceaad1b0fbddbc,全文機械照合、表題・状態・責務の確認。主要な重複群は本文比較,docs/archive/work-project-parent-source-preservation.md,当時の工程・判断・検証を履歴化。現在の順序はmigration/v2-plan.md、状態はmigration/status.md,docs/archive/work-project-parent-source-preservation.md（全文保持、移動時はリンクを調整）,履歴・進捗混在,履歴,cf2cdaa13842890fded0d6714015a102c25105c9ed2ab695a73f8a4abfb3bdd9
docs/work-project-source-preservation.md,.,追跡済み,過去の調査・実装・保全記録,Gitは判断と検証要約、作業実体は対象外,docs/archive/（全体記録）または所有repoのdocs/archive/,記録を現在の手順から外す。承認済み判断・再現に必要な要約を残し、生ログや一時出力はlocal archiveへ。内容選別後に配置確定,78,16,1e58dc14464272f997ca71174727c2be65e37cb05a6b7cf6531fea5c664701c6,全文機械照合、表題・状態・責務の確認。主要な重複群は本文比較,docs/archive/work-project-source-preservation.md,当時の工程・判断・検証を履歴化。現在の順序はmigration/v2-plan.md、状態はmigration/status.md,docs/archive/work-project-source-preservation.md（全文保持、移動時はリンクを調整）,履歴・進捗混在,履歴,3f3cff2927f7cc7b06f830d0f084d163bebe5066e1d62c72355c85ab86954a2b
docs/work-project-unused-directory-audit.md,.,追跡済み,過去の調査・実装・保全記録,Gitは判断と検証要約、作業実体は対象外,docs/archive/（全体記録）または所有repoのdocs/archive/,記録を現在の手順から外す。承認済み判断・再現に必要な要約を残し、生ログや一時出力はlocal archiveへ。内容選別後に配置確定,158,"26,28,117",1aa3793b8fadcfc548c65d530732309fae23a55594d1099b06a99089a62b4d53,全文機械照合、表題・状態・責務の確認。主要な重複群は本文比較,docs/archive/work-project-unused-directory-audit.md,当時の工程・判断・検証を履歴化。現在の順序はmigration/v2-plan.md、状態はmigration/status.md,docs/archive/work-project-unused-directory-audit.md（全文保持、移動時はリンクを調整）,履歴・進捗混在,履歴,ad2402945f7a7542e414f5efd730b10e9298ac2656c7c879b5735b89dfe51fa5
provider-runtime/README.md,provider-runtime,追跡済み,コンポーネント文書,Git対象,provider-runtime/README.md,実装を所有するrepositoryで維持,191,,5e5ae26456a9ad5cd96775eec1edfffbcf1926b748aa4a795abf3c2e105335cf,全文の機械照合と表題・状態。個別意味の統合は未実施,provider-runtime/README.md,概要/構成/索引に絞る。Setup/利用/更新詳細をusageへ移動。現行状態の参照をmigration/statusへ統一,provider-runtime/README.md; provider-runtime/docs/source-runtime-usage.md,現行文書・案混在,現行文書,dd21c4c6c7334ecb9d4021e6a475582d35282ea69b83f8ea2da4c07401b19ba3
provider-runtime/docs/backup-capability-contract-checkpoint.md,provider-runtime,未追跡,実装・検証記録,Gitは再現条件と結論、作業実体は対象外,provider-runtime/docs/verification/ または所有するコンポーネント,対応コード・テスト・入力版と結び付ける。共通説明を参照化し、履歴を一括削除しない,57,21,583b71b0f7f04c487d9239d147f777594206f52304835304822d00236ba3e483,全文機械照合、表題・状態・責務の確認。主要な重複群は本文比較,provider-runtime/docs/archive/backup-capability-contract-checkpoint.md,対象版・条件・結果を履歴化。旧進捗は現行キューにしない,provider-runtime/docs/archive/backup-capability-contract-checkpoint.md（全文保持、移動時はリンクを調整）,履歴・進捗混在,履歴,199559859eedb81ff8c44f7b858e372be4c44953b90c9a3ec7e79a5e7ffc7241
provider-runtime/docs/backup-capability-contract-design.md,provider-runtime,未追跡,複数所有者にまたがる契約案,Gitで仕様と決定を保持,共通契約の所有repo + Providerのknowledge/ + Runtimeのdocs/,正規化契約・サービス操作・接続・未採用案を区別して統合。本文の意味は再確認が必要,178,,3636d8d863e54faac468b7e8797579366e84e6767a8c1628457760cee32bc9cf,全文機械照合、表題・状態・責務の確認。主要な重複群は本文比較,provider-runtime/skills/live-agency-skills/packages/source-provider-api/docs/backup-capability-contract.md,合意済み§1–7の能力/結果/評価/互換/API/検証限界を英訳し所有APIへ。過去テストは既存checkpoint参照、実業務認定へ昇格しない,provider-runtime/skills/live-agency-skills/packages/source-provider-api/docs/backup-capability-contract.md,現行文書・案混在,現行文書,d0a16f1e23ffd8d937400835ac7adcd0263bfcd0cb6a517551a9c7db43de9044
provider-runtime/docs/backup-consumer-integration-checkpoint.md,provider-runtime,未追跡,実装・検証記録,Gitは再現条件と結論、作業実体は対象外,provider-runtime/docs/verification/ または所有するコンポーネント,対応コード・テスト・入力版と結び付ける。共通説明を参照化し、履歴を一括削除しない,57,29,d4624b4d1e3970889f308738bb52368c56c627e972b19b41ff91e2aae99ebce0,全文機械照合、表題・状態・責務の確認。主要な重複群は本文比較,provider-runtime/docs/archive/backup-consumer-integration-checkpoint.md,対象版・条件・結果を履歴化。旧進捗は現行キューにしない,provider-runtime/docs/archive/backup-consumer-integration-checkpoint.md（全文保持、移動時はリンクを調整）,履歴・進捗混在,履歴,20b73424d7148652dcbcf2909a269f271a2c2815faa522ce8046774f28b7bf32
provider-runtime/docs/backup-consumer-requirements-review.md,provider-runtime,未追跡,実装・検証記録,Gitは再現条件と結論、作業実体は対象外,provider-runtime/docs/verification/ または所有するコンポーネント,対応コード・テスト・入力版と結び付ける。共通説明を参照化し、履歴を一括削除しない,116,114,fc852ba5931b55bab3344cfa615cfdd54d7718c5039401d2a37769654b2b3c33,全文機械照合、表題・状態・責務の確認。主要な重複群は本文比較,provider-runtime/docs/archive/backup-consumer-requirements-review.md,対象版・条件・結果を履歴化。旧進捗は現行キューにしない,provider-runtime/docs/archive/backup-consumer-requirements-review.md（全文保持、移動時はリンクを調整）,履歴・進捗混在,履歴,9d01b3c7d1dec06e0b2e3b5dada3ce355c927136350f768814c817939034928e
provider-runtime/docs/backup-gate-local-correction-checkpoint.md,provider-runtime,未追跡,実装・検証記録,Gitは再現条件と結論、作業実体は対象外,provider-runtime/docs/verification/ または所有するコンポーネント,対応コード・テスト・入力版と結び付ける。共通説明を参照化し、履歴を一括削除しない,106,87,0b8111cae948685e20532be352c7e9ad6040862f5fb37a9d04f348ee8a89a09c,全文機械照合、表題・状態・責務の確認。主要な重複群は本文比較,provider-runtime/docs/archive/backup-gate-local-correction-checkpoint.md,対象版・条件・結果を履歴化。旧進捗は現行キューにしない,provider-runtime/docs/archive/backup-gate-local-correction-checkpoint.md（全文保持、移動時はリンクを調整）,履歴・進捗混在,履歴,c7e86a322edfe05f7d4778d9e1db8353f769839bc6ee5870758fa9da8b7e6fd9
provider-runtime/docs/backup-live-smoke-preflight-checkpoint.md,provider-runtime,未追跡,実装・検証記録,Gitは再現条件と結論、作業実体は対象外,provider-runtime/docs/verification/ または所有するコンポーネント,対応コード・テスト・入力版と結び付ける。共通説明を参照化し、履歴を一括削除しない,276,"231,232,234",e4f89652677ab03f366032404896bb4e7b5d5da0cb136d650216fb692d4bf1f2,全文機械照合、表題・状態・責務の確認。主要な重複群は本文比較,provider-runtime/docs/archive/backup-live-smoke-preflight-checkpoint.md,対象版・条件・結果を履歴化。旧進捗は現行キューにしない,provider-runtime/docs/archive/backup-live-smoke-preflight-checkpoint.md（全文保持、移動時はリンクを調整）,履歴・進捗混在,履歴,a9de408ee50af97cd043c2ea3cc004d8caa30ae8be88eca8d7a285bfc892edec
provider-runtime/docs/backup-offline-artifact-evidence-checkpoint.md,provider-runtime,未追跡,実装・検証記録,Gitは再現条件と結論、作業実体は対象外,provider-runtime/docs/verification/ または所有するコンポーネント,対応コード・テスト・入力版と結び付ける。共通説明を参照化し、履歴を一括削除しない,100,,8374d7fe4c0752adf4c8d3a3eb5d3c6fc7ac60d7cdf400245bab34f670fea2e7,全文機械照合、表題・状態・責務の確認。主要な重複群は本文比較,provider-runtime/docs/archive/backup-offline-artifact-evidence-checkpoint.md,対象版・条件・結果を履歴化。旧進捗は現行キューにしない,provider-runtime/docs/archive/backup-offline-artifact-evidence-checkpoint.md（全文保持、移動時はリンクを調整）,履歴・進捗混在,履歴,69ff56b181538ed45dbb4c60fe1214e475f86e2d4b36de88df17ca9858d61356
provider-runtime/docs/backup-roundtrip-checkpoint.md,provider-runtime,未追跡,実装・検証記録,Gitは再現条件と結論、作業実体は対象外,provider-runtime/docs/verification/ または所有するコンポーネント,対応コード・テスト・入力版と結び付ける。共通説明を参照化し、履歴を一括削除しない,78,,48759e986b3d1f3a2fea97bab83a45ae7af189683b4be404e24ffb1ec81fa334,全文機械照合、表題・状態・責務の確認。主要な重複群は本文比較,provider-runtime/docs/archive/backup-roundtrip-checkpoint.md,対象版・条件・結果を履歴化。旧進捗は現行キューにしない,provider-runtime/docs/archive/backup-roundtrip-checkpoint.md（全文保持、移動時はリンクを調整）,履歴・進捗混在,履歴,b29dcf6b804ca0e83d5c98716bd0640e917bd629b302939c2727d664320446ae
provider-runtime/docs/backup-roundtrip-result.md,provider-runtime,未追跡,実装・検証記録,Gitは再現条件と結論、作業実体は対象外,provider-runtime/docs/verification/ または所有するコンポーネント,対応コード・テスト・入力版と結び付ける。共通説明を参照化し、履歴を一括削除しない,64,,606edbaf59fdc5b0b01de12e32ce57a62ae0dfd8d6ecb27aeca2045209871723,全文機械照合、表題・状態・責務の確認。主要な重複群は本文比較,provider-runtime/docs/archive/backup-roundtrip-result.md,対象版・条件・結果を履歴化。旧進捗は現行キューにしない,provider-runtime/docs/archive/backup-roundtrip-result.md（全文保持、移動時はリンクを調整）,履歴・進捗混在,履歴,c42c5038612931b3db8a18b4179700ec304989c1ed10e9cad982e41be5f8ec31
provider-runtime/docs/v2-backup-hardening-design.md,provider-runtime,未追跡,複数所有者にまたがる契約案,Gitで仕様と決定を保持,共通契約の所有repo + Providerのknowledge/ + Runtimeのdocs/,正規化契約・サービス操作・接続・未採用案を区別して統合。本文の意味は再確認が必要,279,,bd89b066a3b7fd045e223720418016bdea0af951d321a8da8fb9c62c75cf21b3,全文機械照合、表題・状態・責務の確認。主要な重複群は本文比較,provider-runtime/skills/live-agency-skills/docs/backup-hardening.md,§1–5の業務復元契約はSkills、§6–11の実装/検証はRuntime archive。通常Base backupの共通前提へ拡大しない,provider-runtime/skills/live-agency-skills/docs/backup-hardening.md; provider-runtime/docs/archive/backup-hardening-evidence.md,現行文書・案混在,現行文書,22b66fad58325e661b512caa0123fd54855611ec005922a4428032f1418c0739
provider-runtime/docs/v2-capability-inventory.md,provider-runtime,追跡済み,全体の責務・移行一覧,Git継続,docs/architecture/capabilities.md + docs/migration/status.md,能力の所有を全体仕様へ、変動する完了状況をstatusへ分離,211,,7888849b8d13029a9cbcb55481cb1754d269460034a7d9fcb4e2a1cb16da2a15,全文機械照合、表題・状態・責務の確認。主要な重複群は本文比較,docs/architecture/capabilities.md,§1–6の責務/能力/権限表から進捗列を除いて正本へ。§7–8と元表の進捗はarchive、現在の完了限界だけstatus。profile/metricの不要なarchive記述は既存個別契約へ整合,docs/architecture/capabilities.md; docs/migration/status.md; docs/archive/v2-capability-inventory.md,現行文書・案混在,現行文書,68802fae5b8191c1e0b5c955e3a4885fc5426de0fe74f4f3882a2cd5d3a74c35
provider-runtime/docs/v2-full-base-backup-caller-contract.md,provider-runtime,未追跡,Runtimeの結線契約,Git対象（未追跡なら関連実装と記録）,provider-runtime/docs/,実装と共に維持。進捗・過去の権限情報は検証記録へ分離,494,,00fe11492eb50259b739f4948a82e3995f28287f910967a75c8a860bed99cf3a,全文機械照合、表題・状態・責務の確認。主要な重複群は本文比較,provider-runtime/docs/v2-full-base-backup-caller-contract.md,現行のcaller/IO/結線/例外契約を維持。完了済み実装brief §5・7は既存conformance履歴へ,provider-runtime/docs/v2-full-base-backup-caller-contract.md; provider-runtime/docs/archive/v2-native-backup-caller-conformance.md,現行文書・案混在,現行文書,c93e4d8ffc4c34f7c83157b585896753e4940f9d64c9eccdbb6dbdfc8cd8d73b
provider-runtime/docs/v2-identity-model-decision-gate.md,provider-runtime,追跡済み,横断業務モデルの決定,Git継続,docs/domain/model.md,全体業務モデルへ採用済み意味を統合。決定理由と履歴を保持,199,,198c3a00ea6e09235035f75fbf6524a1c82ee369636934a76d779cd41b8e0a84,全文機械照合、表題・状態・責務の確認。主要な重複群は本文比較,docs/archive/v2-identity-model-decision-gate.md,§1–5の採用済み意味はmodel §4.5、§6の測定・§7の後続課題と元図は履歴で保持。Actor/共有UUID案は不採用のまま,docs/domain/model.md#45-account-identity-and-continuity; docs/archive/v2-identity-model-decision-gate.md,現行文書・案混在,履歴,039fb49141ac9f8c19b450ceb80b30da9ad6d7e2fbc9a4eab3e876d189681572
provider-runtime/docs/v2-insight-caller-conformance.md,provider-runtime,未追跡,実装・検証記録,Gitは再現条件と結論、作業実体は対象外,provider-runtime/docs/verification/ または所有するコンポーネント,対応コード・テスト・入力版と結び付ける。共通説明を参照化し、履歴を一括削除しない,206,"23,109,148,150,152,154,156,158,160,162,164,166,168,170,172,174,176,178,180,182,184,186,188,190,192,194,196,198,200,202,204,206",81935fa47ea106629848babbc1a0f15c53375574cadee1afac57e7010c443e31,全文機械照合、表題・状態・責務の確認。主要な重複群は本文比較,provider-runtime/docs/archive/v2-insight-caller-conformance.md,対象版・条件・結果を履歴化。旧進捗は現行キューにしない。追加承認：固定caller JSON9件と一致/移行状態テストを廃止、関連リンクを退役表示/必要時調査へ。独立2テストは保持,provider-runtime/docs/archive/v2-insight-caller-conformance.md（全文保持、移動時はリンクを調整）,履歴・進捗混在,履歴,535fa2bc70e54910840fae38dfa1931bbc281b107bed8a9b44ea61b3bad2db4f
provider-runtime/docs/v2-invitation-caller-conformance.md,provider-runtime,未追跡,実装・検証記録,Gitは再現条件と結論、作業実体は対象外,provider-runtime/docs/verification/ または所有するコンポーネント,対応コード・テスト・入力版と結び付ける。共通説明を参照化し、履歴を一括削除しない,132,"58,60,72,119",46230176bc8730cc54d31958db2ea2f99b0af2b652f3e228fa1c4a17660b76f2,全文機械照合、表題・状態・責務の確認。主要な重複群は本文比較,provider-runtime/docs/archive/v2-invitation-caller-conformance.md,対象版・条件・結果を履歴化。旧進捗は現行キューにしない。追加承認：固定caller JSON9件と一致/移行状態テストを廃止、関連リンクを退役表示/必要時調査へ。独立2テストは保持,provider-runtime/docs/archive/v2-invitation-caller-conformance.md（全文保持、移動時はリンクを調整）,履歴・進捗混在,履歴,8fe73db4d7781fb6636bf7c916fa065b40d4749498b9c478669fd03e507c94d8
provider-runtime/docs/v2-invitation-compaction-caller-conformance.md,provider-runtime,未追跡,実装・検証記録,Gitは再現条件と結論、作業実体は対象外,provider-runtime/docs/verification/ または所有するコンポーネント,対応コード・テスト・入力版と結び付ける。共通説明を参照化し、履歴を一括削除しない,120,103,2655d1ef71e7a9a2748a3a5419ab209d2374b3cd3ff08a709a80b44609816909,全文機械照合、表題・状態・責務の確認。主要な重複群は本文比較,provider-runtime/docs/archive/v2-invitation-compaction-caller-conformance.md,対象版・条件・結果を履歴化。旧進捗は現行キューにしない,provider-runtime/docs/archive/v2-invitation-compaction-caller-conformance.md（全文保持、移動時はリンクを調整）,履歴・進捗混在,履歴,9db0e9d34e59037f8e2202c2fa5f0ef9c42dcc1b733e1cd47663dd78effb8c31
provider-runtime/docs/v2-lark-api-principal-selection.md,provider-runtime,追跡済み,共通選択方針とLark実装の混在,Git継続,docs/architecture/ + provider-runtime/packages/lark-core/docs/ + provider-runtime/docs/,全体の明示選択方針、Lark共通API契約、Runtime設定接続を区分。全文を一箇所へ移さない,180,,af21b5731639f59486e845c8f42359adb8d63c2afce8d42cbf660a5a2c29322d,全文機械照合、表題・状態・責務の確認。主要な重複群は本文比較,provider-runtime/packages/lark-core/docs/principal-selection.md,Outcome/Profile/transport/verificationはcore。current delta/completionはRuntime結線の受入範囲。旧package表はarchive。全体不変条件はoverviewから参照,provider-runtime/packages/lark-core/docs/principal-selection.md; provider-runtime/docs/configuration.md; provider-runtime/docs/archive/lark-selection-migration.md; docs/architecture/overview.md,現行文書・案混在,現行文書,e42501c0b2fe9d7151688c7b7d56e210927e25b3a24da14bbd3d9f0d6d53c46d
provider-runtime/docs/v2-live-history-caller-conformance.md,provider-runtime,未追跡,実装・検証記録,Gitは再現条件と結論、作業実体は対象外,provider-runtime/docs/verification/ または所有するコンポーネント,対応コード・テスト・入力版と結び付ける。共通説明を参照化し、履歴を一括削除しない,184,"125,134,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184",52504d4d73f24db3c61af73c8a2635ffe706ea7579ed45ffbd42f8dae5baa9b8,全文機械照合、表題・状態・責務の確認。主要な重複群は本文比較,provider-runtime/docs/archive/v2-live-history-caller-conformance.md,対象版・条件・結果を履歴化。旧進捗は現行キューにしない。追加承認：固定caller JSON9件と一致/移行状態テストを廃止、関連リンクを退役表示/必要時調査へ。独立2テストは保持,provider-runtime/docs/archive/v2-live-history-caller-conformance.md（全文保持、移動時はリンクを調整）,履歴・進捗混在,履歴,c8a5b97ce8d40a90ac37457e2baf4ad28f10cdc077dd4f9676b63fbedf8ecd85
provider-runtime/docs/v2-live-history-compaction-caller-conformance.md,provider-runtime,未追跡,実装・検証記録,Gitは再現条件と結論、作業実体は対象外,provider-runtime/docs/verification/ または所有するコンポーネント,対応コード・テスト・入力版と結び付ける。共通説明を参照化し、履歴を一括削除しない,209,"19,190",c8fac16847cf4437524307f20711503462f880d92bf3787031f64224d8d96a72,全文機械照合、表題・状態・責務の確認。主要な重複群は本文比較,provider-runtime/docs/archive/v2-live-history-compaction-caller-conformance.md,対象版・条件・結果を履歴化。旧進捗は現行キューにしない,provider-runtime/docs/archive/v2-live-history-compaction-caller-conformance.md（全文保持、移動時はリンクを調整）,履歴・進捗混在,履歴,f542d8df16b101b9cbf86b17af0cc3a9055f70f0e4ba8e2799f0dc7b75804aa7
provider-runtime/docs/v2-live-history-compaction-execution-conformance.md,provider-runtime,未追跡,実装・検証記録,Gitは再現条件と結論、作業実体は対象外,provider-runtime/docs/verification/ または所有するコンポーネント,対応コード・テスト・入力版と結び付ける。共通説明を参照化し、履歴を一括削除しない,198,"4,131,143,185,189",bc4550fb4f3633714feff608773ef97741fe90364b17ddbb5811849c914a042d,全文機械照合、表題・状態・責務の確認。主要な重複群は本文比較,provider-runtime/docs/archive/v2-live-history-compaction-execution-conformance.md,対象版・条件・結果を履歴化。旧進捗は現行キューにしない,provider-runtime/docs/archive/v2-live-history-compaction-execution-conformance.md（全文保持、移動時はリンクを調整）,履歴・進捗混在,履歴,9f1daaf01e16ddddc88ddd62a17cc2c45546be0a1364c471f24a157c038a5c55
provider-runtime/docs/v2-live-metrics-compaction-caller-conformance.md,provider-runtime,未追跡,実装・検証記録,Gitは再現条件と結論、作業実体は対象外,provider-runtime/docs/verification/ または所有するコンポーネント,対応コード・テスト・入力版と結び付ける。共通説明を参照化し、履歴を一括削除しない,161,"4,148",6d711434ad7f9e384c9c31122f169342ca1701fc3238f9ecf7aa03f94f945642,全文機械照合、表題・状態・責務の確認。主要な重複群は本文比較,provider-runtime/docs/archive/v2-live-metrics-compaction-caller-conformance.md,対象版・条件・結果を履歴化。旧進捗は現行キューにしない,provider-runtime/docs/archive/v2-live-metrics-compaction-caller-conformance.md（全文保持、移動時はリンクを調整）,履歴・進捗混在,履歴,4a876ff0f0a539c8757b79ff052dd239271ddddf9ed5ec8861bb6f10fcef6a4b
provider-runtime/docs/v2-m2-lark-data-model-plan.md,provider-runtime,追跡済み,業務モデルとLark実装の混在,Git継続,docs/domain/model.md + provider-runtime/providers/lark-base/knowledge/,業務不変条件とLarkのフィールド・関連付けを分離,353,,ecec36fe7c186a98401cc6087526f42d64992f9cde9bd38f5e78bc2a0e6ecd9b,全文機械照合、表題・状態・責務の確認。主要な重複群は本文比較,provider-runtime/providers/lark-base/knowledge/data-model.md,§2.1・3–7のBase固有対応/操作条件はknowledge。§1・8の測定/完了はarchive。§2のidentity意味はmodel正本へ統合,provider-runtime/providers/lark-base/knowledge/data-model.md; provider-runtime/providers/lark-base/docs/archive/m2-data-model-evidence.md; docs/domain/model.md,現行文書・案混在,配布資源,295e7868d8e49767e5ba1fdd6f7ca23566a63e208088ee96cc13e978d1314431
provider-runtime/docs/v2-m2u-2b-attachment-authorization-checkpoint.md,provider-runtime,未追跡,実装・検証記録,Gitは再現条件と結論、作業実体は対象外,provider-runtime/docs/verification/ または所有するコンポーネント,対応コード・テスト・入力版と結び付ける。共通説明を参照化し、履歴を一括削除しない,681,"112,113,440,538,638,671",19e920f46682652aff0d6fc45627c4caba6d4dcf411d40c1f3a3eeb76c7d67ec,全文機械照合、表題・状態・責務の確認。主要な重複群は本文比較,provider-runtime/docs/archive/v2-m2u-2b-attachment-authorization-checkpoint.md,対象版・条件・結果を履歴化。旧進捗は現行キューにしない,provider-runtime/docs/archive/v2-m2u-2b-attachment-authorization-checkpoint.md（全文保持、移動時はリンクを調整）,履歴・進捗混在,履歴,2e59d7e0d50deaec09fda0b6f5dde93c1a15842f9ff1f91804d485273213c407
provider-runtime/docs/v2-m2u-2b-attachment-cli-conformance.md,provider-runtime,未追跡,実装・検証記録,Gitは再現条件と結論、作業実体は対象外,provider-runtime/docs/verification/ または所有するコンポーネント,対応コード・テスト・入力版と結び付ける。共通説明を参照化し、履歴を一括削除しない,138,"68,69,70",658dd504096f69028311e42a370802fe1110efda642f04b22b8d50f98ccc3be2,全文機械照合、表題・状態・責務の確認。主要な重複群は本文比較,provider-runtime/docs/archive/v2-m2u-2b-attachment-cli-conformance.md,対象版・条件・結果を履歴化。旧進捗は現行キューにしない,provider-runtime/docs/archive/v2-m2u-2b-attachment-cli-conformance.md（全文保持、移動時はリンクを調整）,履歴・進捗混在,履歴,87e169697426af876878f0fe6b5a2c1298680342d96bc87bf427de6c45187420
provider-runtime/docs/v2-m2u-2b-attachment-evidence-owner-review.md,provider-runtime,未追跡,実装・検証記録,Gitは再現条件と結論、作業実体は対象外,provider-runtime/docs/verification/ または所有するコンポーネント,対応コード・テスト・入力版と結び付ける。共通説明を参照化し、履歴を一括削除しない,139,,9708538661145c815998c75d8db375b7fd84d6a6ffbbea0302aa646afba8510b,全文機械照合、表題・状態・責務の確認。主要な重複群は本文比較,provider-runtime/docs/archive/v2-m2u-2b-attachment-evidence-owner-review.md,対象版・条件・結果を履歴化。旧進捗は現行キューにしない,provider-runtime/docs/archive/v2-m2u-2b-attachment-evidence-owner-review.md（全文保持、移動時はリンクを調整）,履歴・進捗混在,履歴,213ef4191c196f84945f01301882e14b099a789d89bdb66377e8531369a65695
provider-runtime/docs/v2-m2u-4a-gift-projection-checkpoint.md,provider-runtime,未追跡,実装・検証記録,Gitは再現条件と結論、作業実体は対象外,provider-runtime/docs/verification/ または所有するコンポーネント,対応コード・テスト・入力版と結び付ける。共通説明を参照化し、履歴を一括削除しない,297,"49,271",c166c711b3a43efa8f5953aa658677b9f605625d10455cd3c57e269d3beb0f68,全文機械照合、表題・状態・責務の確認。主要な重複群は本文比較,provider-runtime/docs/archive/v2-m2u-4a-gift-projection-checkpoint.md,対象版・条件・結果を履歴化。旧進捗は現行キューにしない,provider-runtime/docs/archive/v2-m2u-4a-gift-projection-checkpoint.md（全文保持、移動時はリンクを調整）,履歴・進捗混在,履歴,37c893831b55881fc4b7b91b52d3d550025c4ab0623c0814dd4d047d9ff2530b
provider-runtime/docs/v2-m2u-4b-attachment-acquisition.md,provider-runtime,未追跡,実装・検証記録,Gitは再現条件と結論、作業実体は対象外,provider-runtime/docs/verification/ または所有するコンポーネント,対応コード・テスト・入力版と結び付ける。共通説明を参照化し、履歴を一括削除しない,201,,36c55768bd687d27af984b7de5f256a0b3cb52974171facc184600fdc3c13b36,全文機械照合、表題・状態・責務の確認。主要な重複群は本文比較,provider-runtime/docs/archive/v2-m2u-4b-attachment-acquisition.md,対象版・条件・結果を履歴化。旧進捗は現行キューにしない,provider-runtime/docs/archive/v2-m2u-4b-attachment-acquisition.md（全文保持、移動時はリンクを調整）,履歴・進捗混在,履歴,29a44efc95307048b4400fcae25cc5ea307788ccdc3c8c5de96237f8bfea266b
provider-runtime/docs/v2-m2u-cli-benchmark.md,provider-runtime,追跡済み,実装・検証記録,Gitは再現条件と結論、作業実体は対象外,provider-runtime/docs/verification/ または所有するコンポーネント,対応コード・テスト・入力版と結び付ける。共通説明を参照化し、履歴を一括削除しない,30,,b062360a51dc8b1a7e3ea4d0b83eadaff5c6f54cfb782a115d167fa7fb732dd1,全文機械照合、表題・状態・責務の確認。主要な重複群は本文比較,provider-runtime/docs/archive/v2-m2u-cli-benchmark.md,対象版・条件・結果を履歴化。旧進捗は現行キューにしない,provider-runtime/docs/archive/v2-m2u-cli-benchmark.md（全文保持、移動時はリンクを調整）,履歴・進捗混在,履歴,9dd9f1a6b20fa42ba2c47a3653ce1f345a7cd819f211c41234318f27564cc486
provider-runtime/docs/v2-m2u-inventory-and-contract.md,provider-runtime,追跡済み,実装・検証記録,Gitは再現条件と結論、作業実体は対象外,provider-runtime/docs/verification/ または所有するコンポーネント,対応コード・テスト・入力版と結び付ける。共通説明を参照化し、履歴を一括削除しない,138,,7dc22dc48f06cf95ed9d1cb5909694b1ad8ddaa673a8134142267f978c83a638,全文機械照合、表題・状態・責務の確認。主要な重複群は本文比較,provider-runtime/docs/archive/v2-m2u-inventory-and-contract.md,対象版・条件・結果を履歴化。旧進捗は現行キューにしない。追加承認：固定caller JSON9件と一致/移行状態テストを廃止、関連リンクを退役表示/必要時調査へ。独立2テストは保持,provider-runtime/docs/archive/v2-m2u-inventory-and-contract.md（全文保持、移動時はリンクを調整）,履歴・進捗混在,履歴,f6a9359c7cb1b3a9f9432f1dd6db8138f87d6e483f2374be8318a35c7408a982
